screen_name,id,created_at,trucated text
anjohejowi,1460286244332744709,2021-11-15 16:39:06,"b""Ik dacht al....'wa is ut toch lekker rustig op de tl' \nMaar het is gewoon #WNW georganiseerd door de immer sociale,\xe2\x80\xa6 https://t.co/QSrvftb09K"""
Istinkso,1460285947052974084,2021-11-15 16:37:55,b'RT @AnneliesdeZeeuw: Helaas is er geen enkele interesse vanuit de @LHVhuisartsen om hun kwetsbare pati\xc3\xabnten in te lichten over het gebruik\xe2\x80\xa6'
HaddockIsBoos,1460285361901522947,2021-11-15 16:35:35,b'RT @DebunkerDutch: Dingen die vrijwel onmogelijk zijn: \n- een eenhoorn in het wild vangen \n- na een dieet op gewicht blijven\n- willem Engel\xe2\x80\xa6'
AadSchippers,1460285349381517316,2021-11-15 16:35:32,b'@Daantje2021 Het is wel #wnw he?'
HaddockIsBoos,1460285182062256130,2021-11-15 16:34:52,b'@LegendHorse1 7 volle dagen #wnw'
snuvienk,1460285039913193472,2021-11-15 16:34:18,"b'RT @HaddockIsBoos: Op inmiddels veler verzoek, en Rien heeft helemaal gelijk, kondig weer een #wnw af. Vanaf maandag 15 november tot en met\xe2\x80\xa6'"
ClementKarin,1460283669889888265,2021-11-15 16:28:52,b'@ArendRuisman Dank voor de melding #WNW\xf0\x9f\x91\x8d'
AnneliesdeZeeuw,1460283354381754370,2021-11-15 16:27:37,b'Helaas is er geen enkele interesse vanuit de @LHVhuisartsen om hun kwetsbare pati\xc3\xabnten in te lichten over het gebru\xe2\x80\xa6 https://t.co/Oi0jrsrIJK'
AnneliesdeZeeuw,1460283352448225284,2021-11-15 16:27:36,b'Het is WNW (wappie negeer week) zou het niet leuk zijn om die hashtag te gebruiken en daar allemaal feiten in te ze\xe2\x80\xa6 https://t.co/4ncA1tt6QU'
snuvienk,1460282639596892161,2021-11-15 16:24:46,b'@Rick_Enschede #wnw https://t.co/8d9JKYAM95'
snuvienk,1460282204664344583,2021-11-15 16:23:02,b'@Bos_M #wnw https://t.co/vrKxfhrWiP'
snuvienk,1460281973444915201,2021-11-15 16:22:07,b'@thierrybaudet #wnw https://t.co/afzX7REcaN'
snuvienk,1460281911474065426,2021-11-15 16:21:53,b'@thierrybaudet #wnw https://t.co/GfH37bVKya'
snuvienk,1460281860488114189,2021-11-15 16:21:40,b'@thierrybaudet @gertjansegers @carolaschouten @mirjambikker @DonCeder @Pieter_Grinwis #wnw https://t.co/hXciuyzTn7'
B1r9i8a6n,1460281544774410245,2021-11-15 16:20:25,b'@KAFKA_Dev #wnw https://t.co/7gafVPDqQ1'
snuvienk,1460281259536662531,2021-11-15 16:19:17,b'@ljmzwaan @TvanGroningen #wnw https://t.co/Vw4u6p6oo1'
snuvienk,1460281094650093572,2021-11-15 16:18:38,b'@NldTmv @IkNet #wnw https://t.co/UW9iA3F29g'
snuvienk,1460281029407694854,2021-11-15 16:18:22,b'@nanster211 @IkNet #wnw https://t.co/orBTSAzMlM'
snuvienk,1460280948075999253,2021-11-15 16:18:03,b'@WillemsenMary @IkNet @JacquelineWxxx #wnw https://t.co/yq7KNtZ6bg'
snuvienk,1460280888084869129,2021-11-15 16:17:49,b'@IkNet #wnw https://t.co/LkYXZJgI9t'
snuvienk,1460280779540422657,2021-11-15 16:17:23,b'@MarcVegt #wnw https://t.co/SrnC1nhade'
Stilste,1460280636640477194,2021-11-15 16:16:49,b'@KAFKA_Dev #WNW https://t.co/dOjht5xN9A'
snuvienk,1460280390166454278,2021-11-15 16:15:50,b'Wappie Negeer Week\xe2\x80\xa6.het is heel makkelijk. Je ziet weer van die onzin. Antwoord dan met #wnw en deze ignore GIF. Do\xe2\x80\xa6 https://t.co/2HIWkVrd0T'
Chasalin,1460280236663259149,2021-11-15 16:15:13,b'@TrendNederland @ModderMa @harryhol Shit. #wnw geschonden...'
niet_en,1460280205893844993,2021-11-15 16:15:06,b'@KAFKA_Dev Ik mag niet reageren #wnw maar je wel rapporteren\xe2\x80\xa6 antisemiet'
snuvienk,1460279942692888584,2021-11-15 16:14:03,b'@FionaZwart #wnw https://t.co/7nHhZjtEHu'
JantineBrx,1460279647820726273,2021-11-15 16:12:53,b'@DoortjeJee @folkertmeulenbe @Boreout #WNW https://t.co/itsuNhZLgQ'
snuvienk,1460279580519026689,2021-11-15 16:12:37,b'#wnw https://t.co/S4lBvIogYn'
snuvienk,1460279434582405130,2021-11-15 16:12:02,b'#wnw https://t.co/4MSNDAqI3a'
JantineBrx,1460278769172811780,2021-11-15 16:09:23,"b'@Mia_Leeuwin Ja, maar wel onder het mom van #wnw \xf0\x9f\xa4\xa3'"
JantineBrx,1460278589568569345,2021-11-15 16:08:41,"b'@FamJelly @juist_ja @thierrybaudet #WNW, maar wel gerapporteerd. https://t.co/w5J578l9kI'"
PostvanFenna,1460277632432549891,2021-11-15 16:04:52,b'@PronkGerda @AnneliesdeZeeuw @LBonneux @Net_Arts Drogredenatie zonder wetenschappelijke bron #WNW'
ArendRuisman,1460275808526913553,2021-11-15 15:57:38,b'Het is Wappie Negeer Week #WNW van maandag 15 november t/m zondag 21 november. Als extra bonus zal ik deze week all\xe2\x80\xa6 https://t.co/pkK762jsO2'
geni52,1460275774922137605,2021-11-15 15:57:30,"b'RT @HaddockIsBoos: Beste @vanranstmarc, deze week organiseren we #wnw (Wappie negeer week). We proberen zo veel mogelijk te reageren met al\xe2\x80\xa6'"
Ronaldvk90,1460274996996190223,2021-11-15 15:54:24,b'@Jennitje07 @Stilste @molientjedemol Yes yes mensen! Daar gaan we dan! #wnw! https://t.co/uHRTXN9vz6'
Paultrossel,1460274724995571714,2021-11-15 15:53:19,"b'@KAFKA_Dev Zucht, jouw IQ van 60 is ook erg weinig voor een verstandige tweet.\nOh sorry, ik zal dit antwoord wel ev\xe2\x80\xa6 https://t.co/JR8wKQynI4'"
benniebenwel,1460274364960722949,2021-11-15 15:51:53,b'@sasukeboy888 #wnw so farrrr so gooood'
ElPasYou_2,1460274020687958027,2021-11-15 15:50:31,"b'Ja, ja. \xf0\x9f\x98\xa0\n\nHet is #wnw maar deze is gewoon te grappig. https://t.co/xwFB5ww2ab'"
Sill311,1460273914467266564,2021-11-15 15:50:06,b'@JantineBrx @HetBekijk @KAFKA_Dev @thyztwizta Hahahahaha doe jij niet mee met #wnw'
Stilste,1460273866497052674,2021-11-15 15:49:55,b'@BronzeBonz @MwTuinstra @BreedijkEdwin @maan_schev #wnw https://t.co/PWGOPhGvMR'
Stilste,1460273659193475077,2021-11-15 15:49:05,b'Ik zie nu al verandering in mijn tijdlijn! \xf0\x9f\x98\x83\n#WNW https://t.co/WgzapBmvf4'
osdenm,1460272893376577537,2021-11-15 15:46:02,b'RT @HaddockIsBoos: HAPPY #WNW'
snuvienk,1460272213681229827,2021-11-15 15:43:20,b'@DuckDaffy7 @Fatedragon3 @Aqualand63 #wnw'
snuvienk,1460272109838606338,2021-11-15 15:42:56,b'@grobun #wnw'
BronzeBonz,1460271964384342021,2021-11-15 15:42:21,"b'@MwTuinstra @BreedijkEdwin @maan_schev Hij blijft leuk, h\xc3\xa8? Vooral om wappies mee te stangen \xf0\x9f\xa4\xa3.\n\n(Geen directe reac\xe2\x80\xa6 https://t.co/iLiD2FvIut'"
snuvienk,1460271923632431107,2021-11-15 15:42:11,b'@grobun #wnw'
DoortjeJee,1460271919480066056,2021-11-15 15:42:10,"b'@folkertmeulenbe @Boreout Er is al een #wnw, dat zijn al 7 dagen\xe2\x80\xa6\nWnw= wappienegeerweek.'"
MichielKlomp75,1460271372215721989,2021-11-15 15:40:00,b'RT @DebunkerDutch: Dingen die vrijwel onmogelijk zijn: \n- een eenhoorn in het wild vangen \n- na een dieet op gewicht blijven\n- willem Engel\xe2\x80\xa6'
LegendHorse1,1460270894169919490,2021-11-15 15:38:06,b'Aaah het is niet te doen die #wnw ! En het is nog maar maandag!\nIs het een werkweek \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc?\xe2\x80\xa6. of een kalender week?'
Stilste,1460267164754194434,2021-11-15 15:23:17,"b'@DebunkerDutch @HaddockIsBoos Kom op, even doorzetten!! Je bent sterker dan je denkt!! #wnw https://t.co/ISNtqSGC0M'"
Betsy16081,1460267046839668748,2021-11-15 15:22:49,b'@duiker1947 #WNW https://t.co/fJCVZsyDuu'
DebunkerDutch,1460266270755102723,2021-11-15 15:19:44,b'Dingen die vrijwel onmogelijk zijn: \n- een eenhoorn in het wild vangen \n- na een dieet op gewicht blijven\n- willem\xe2\x80\xa6 https://t.co/JEUrXgoDkp'
ikhouvandezee12,1460266227692097543,2021-11-15 15:19:33,b'RT @Stiefloeder1: Ter introductie van de #WNW Ik zie dat wappie Nederland zich dit weekend weer aardig heeft geroerd op den Twit en in den\xe2\x80\xa6'
Stilste,1460265621560729605,2021-11-15 15:17:09,b'@Jennitje07 @Ronaldvk90 @molientjedemol Haha yes!! #wnw https://t.co/ldIrZuSNJM'
Paultrossel,1460265272732962816,2021-11-15 15:15:46,"b'@sjee259 @donato_mura #wnw slecht gemaakt hoor, naarling met je fake news.'"
Stilste,1460265243062554625,2021-11-15 15:15:39,b'@TailfoxTim @HaddockIsBoos Ah yes!! Thanks!!! \xf0\x9f\x98\x83\xf0\x9f\x91\x8d #wnw https://t.co/lHe0JM2vQY'
radkohagen,1460263759902089216,2021-11-15 15:09:45,b'@thierrybaudet #wnw'
WijZeggen,1460263300235771914,2021-11-15 15:07:55,b'@ChantalTweettt @RijnMary Zo jammer van de #wnw anders kon ik los gaan.'
Stilste,1460263264076632068,2021-11-15 15:07:47,b'@donato_mura #WNW'
radkohagen,1460263195944357890,2021-11-15 15:07:30,b'Laten we Twitter maar een beetje opvrolijken zo aan het begin van #wnw https://t.co/xjqRMFJgJn'
jantje4000,1460261931089022981,2021-11-15 15:02:29,b'@B1r9i8a6n @JornLuka \xf0\x9d\x94\xb9\xf0\x9d\x95\xa3SyringeSyringe\xf0\x9d\x95\x92\xf0\x9d\x95\x9f #WNW:\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
JantineBrx,1460261568344735754,2021-11-15 15:01:02,b'@khepfun @KAFKA_Dev #WNW https://t.co/M5CX61Yla0'
radkohagen,1460260803416932356,2021-11-15 14:58:00,b'@rblommestijn #wnw'
Flippo1956,1460260533236609033,2021-11-15 14:56:56,b'@KAFKA_Dev #wnw'
radkohagen,1460260456413675520,2021-11-15 14:56:37,b'@thierrybaudet #wnw'
MichielKlomp75,1460259698863652868,2021-11-15 14:53:37,b'Zolang er maar Bluetooth in zit \xe2\xac\x87\xef\xb8\x8f\xf0\x9f\xa4\xa3 #WNW https://t.co/gW9t1LDmkU'
E63710905,1460258184141189128,2021-11-15 14:47:36,b'@Sill311 @JantineBrx @misanthrope2016 @KAFKA_Dev @Lovely__Wilma Nee jij moet je houden aan #wnw dus deze week kan j\xe2\x80\xa6 https://t.co/Ju9g2z7VRe'
snuvienk,1460257884445544449,2021-11-15 14:46:24,b'MENSEN \xe2\x80\xa6.WAPPIE NEGEER WEEK IS BEGONNEN \n\n#wnw'
prochange1,1460257583885914112,2021-11-15 14:45:12,b'@ELMNTFTR #wnw https://t.co/X2eYR2zyX6'
mevrouwadvocaat,1460257575656689666,2021-11-15 14:45:10,"b'Hophop, ondanks dat het #wnw is: Huilebalk maar op rapport! https://t.co/0j2WQbxSUx'"
Stiefloeder1,1460257499999870992,2021-11-15 14:44:52,b'@tweet_stamp Oop @HaddockIsBoos krijg ik dispensatie voor deze? #wnw'
mennovandorp,1460257497973936135,2021-11-15 14:44:52,b'@84Nooff @thierrybaudet @gertjansegers #wnw'
snuvienk,1460257454290255881,2021-11-15 14:44:42,b'@TvanGroningen Het natuurlijke spul is en de immuniteit daar van is volgens wappies natuurlijk veel beter dan het v\xe2\x80\xa6 https://t.co/Q94eSBZhm9'
knorretje008,1460256818798682114,2021-11-15 14:42:10,b'@LBonneux #wnw'
skorgamoar,1460256584186187784,2021-11-15 14:41:14,"b'RT @wup5: Eigenlijk niet zo moeilijk dat #WNW.\nAls ik me erger aan iemand gaat die gewoon op #block.\nToch allemaal sneu, simpel klootjesvol\xe2\x80\xa6'"
PostvanFenna,1460256267985997830,2021-11-15 14:39:59,b'@MichaelRoerade @LBonneux @Net_Arts #WNW'
jokezelf,1460256161790320643,2021-11-15 14:39:33,b'@Jolene48804009 @anita24868519 @RTLnieuws #wnw de https://t.co/AnElVsYWsd'
PostvanFenna,1460256137136291844,2021-11-15 14:39:27,b'@Fleur_Ru11 @NaastDe @LBonneux @Net_Arts #WNW'
PostvanFenna,1460256040897990658,2021-11-15 14:39:05,b'@Fleur_Ru11 @MichaelRoerade @LBonneux @Net_Arts #WNW'
PostvanFenna,1460255931795746823,2021-11-15 14:38:39,b'@Fleur_Ru11 @Fab_deBo @LBonneux @Net_Arts Welk gedeelte van ga ik niet met je bespreken snap je niet? #WNW'
jokezelf,1460255212774510601,2021-11-15 14:35:47,b'@MattyVanVeen @KAFKA_Dev #wnw'
jokezelf,1460255037909872648,2021-11-15 14:35:05,b'@PostvanFenna @mantas4544 @AnneliesdeZeeuw @LBonneux @Net_Arts #WNW'
PostvanFenna,1460254802076700677,2021-11-15 14:34:09,b'@Fleur_Ru11 @AnneliesdeZeeuw @LBonneux @Net_Arts #WNW'
FHemmink,1460254268666089479,2021-11-15 14:32:02,b'Wel flauw dat #ThierryBaudet uitgerekend aan de vooravond van #WNW de pinakel der wappenteksten heeft gelanceerd.'
EstherBoek,1460253585132998660,2021-11-15 14:29:19,b'@Lovely__Wilma @huybertt @nebukenazzer3 Chips. Deze week is het #wnw. \nEven vergeten. https://t.co/VD9pPFZbor'
PostvanFenna,1460253455935840256,2021-11-15 14:28:48,b'@mantas4544 @AnneliesdeZeeuw @LBonneux @Net_Arts #WNW'
ErikDeVlieger1,1460253236489773059,2021-11-15 14:27:56,b'@KAFKA_Dev #wnw https://t.co/DY7F7pnHMr'
ErikDeVlieger1,1460253038904549378,2021-11-15 14:27:09,b'@densie10238391 @MattyVanVeen @KAFKA_Dev Ssst #wnw'
GaitGerritje,1460252672875970565,2021-11-15 14:25:42,b'@JustSomebodyBel #wnw https://t.co/FzbsXELJMb'
GaitGerritje,1460252406839664640,2021-11-15 14:24:38,b'@Jolene48804009 @anita24868519 @RTLnieuws #wnw https://t.co/h5OBrVHGCP'
MichielKlomp75,1460252269593694211,2021-11-15 14:24:05,b'\xe2\xac\x87\xef\xb8\x8f\xe2\xac\x87\xef\xb8\x8f\xe2\xac\x87\xef\xb8\x8f\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc #WNW https://t.co/MS85nnYCOI'
HarenPhil,1460251953074692100,2021-11-15 14:22:50,b'@Fair_balanced14 @ForgottenMomen1 @LBonneux #WNW dus een block'
FHemmink,1460251400412319751,2021-11-15 14:20:38,b'RT @HaddockIsBoos: HAPPY #WNW'
whitewidow60,1460251375418421250,2021-11-15 14:20:32,b'OMG die reacties hieronder \xf0\x9f\x98\xb1\n #WNW is erg moeilijk vol te houden zo. https://t.co/j6fhDvAVOJ'
prochange1,1460250760948723713,2021-11-15 14:18:06,b'@ELMNTFTR #wnw https://t.co/K6mUr0KzyV'
brinkblok,1460250689926483968,2021-11-15 14:17:49,b'@MarcoPrijs @Zeemeermin6 @mmeeuw @thierrybaudet #WNW'
CrazyDutchGuy1,1460250613124669446,2021-11-15 14:17:30,"b'@JAG_72 @BlockedFries Idd #wnw, #janpaternotteiseenlul, hij gaat deze week op block en negeer. Stomme wappie die go\xe2\x80\xa6 https://t.co/V36P6diI6X'"
brinkblok,1460250534900912128,2021-11-15 14:17:12,b'@MarcoPrijs #WNW'
DebunkerDutch,1460250174807289858,2021-11-15 14:15:46,b'Ik vind dat we dispensatie voor 1 wap per etmaal moeten krijgen. #WNW'
PeterBerkhout,1460248795455922181,2021-11-15 14:10:17,b'Ontwenningsverschijnselen\n#wnw'
RWeerdmeester,1460248776535429120,2021-11-15 14:10:13,b'@thierrybaudet Schaam je. #wnw'
ErikDeVlieger1,1460248719820038149,2021-11-15 14:09:59,b'@JantineBrx @LucasHuybrechts @joostluteijn @thierrybaudet Ssst #wnw'
KasperZZ,1460248303321468931,2021-11-15 14:08:20,"b'@SaskiaBelleman Het is wappie negeer week Saskia, ik gooi hem gelijk op block #wnw'"
JdeVTuinieren,1460247640336175115,2021-11-15 14:05:42,b'@MichielKlomp75 \xf0\x9f\x98\xb7\xf0\x9f\xa4\x90 #wnw'
PostvanFenna,1460246418837454849,2021-11-15 14:00:50,b'@belgie1959 @LBonneux @Net_Arts #WNW'
Stilste,1460246244928933888,2021-11-15 14:00:09,b'@densie10238391 @Flippo1956 Vanaf dag 3 wordt het echt makkelijker! \xf0\x9f\x98\x89Stay strong!! \xf0\x9f\x92\xaa\n#wnw #WNW'
E63710905,1460245881383538690,2021-11-15 13:58:42,b'@JantineBrx Snap je dan niet dat jij mij juist NIET aan het negeren bent. Je steekt energie en tijd in jouw reactie\xe2\x80\xa6 https://t.co/o6KPNDMJvu'
densie10238391,1460245688504225792,2021-11-15 13:57:56,"b""oke, oke, oke\n\n#wnw  Ik heb officieel de eed al verbroken. Kan 't nog?"""
HaddockIsBoos,1460245427954008071,2021-11-15 13:56:54,b'@E63710905 @JantineBrx @misanthrope2016 @KAFKA_Dev @Sill311 @Lovely__Wilma #wnw https://t.co/bXGmHLHbFm'
JantineBrx,1460245274627039233,2021-11-15 13:56:18,b'@E63710905 #WNW https://t.co/o0J8c90bRL'
JdeVTuinieren,1460244833919025152,2021-11-15 13:54:33,b'RT @Stilste: @ellekekrijger #wnw'
GaitGerritje,1460244821109624838,2021-11-15 13:54:30,b'@seatpost12 @Bartissimus #wnw https://t.co/7VXIIgipo0'
ErikDeVlieger1,1460244681657393155,2021-11-15 13:53:56,b'@HcWapmans Woensdag gaan ze naar Den Haag... Kijken of je t volhoudt #wnw'
NathalieJBP,1460244621733343245,2021-11-15 13:53:42,b'@robertpijkeren @thierrybaudet #wnw https://t.co/N58cyDEN3g'
couragenb,1460244415230971907,2021-11-15 13:52:53,b'@wup5 Ben blond. Wat houdt #WNW in?'
LordPengwyn,1460244245915357185,2021-11-15 13:52:12,b'@therealflurk @Lampladies #wnw https://t.co/nXYTsrOKfa'
Flippo1956,1460244087446069255,2021-11-15 13:51:35,b'@densie10238391 #wnw'
FlippieFlipser,1460243579079639046,2021-11-15 13:49:33,"b'@HaddockIsBoos @Jeffarson29 @tweet_stamp Wat schattig, zo wordt de #WNW wel heel makkelijk. https://t.co/M03dEfqhnZ'"
prochange1,1460243077310910464,2021-11-15 13:47:34,b'@ELMNTFTR #wnw https://t.co/HFlxtbwMKc'
JantineBrx,1460242655204585483,2021-11-15 13:45:53,b'@E63710905 #WNW \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'
mevrouw_Judith,1460242516297621507,2021-11-15 13:45:20,b'@poorbutler @Davidtje21 @depeiling @ElkeStemTelt \xf0\x9f\x98\x86 #WNW https://t.co/vTbzxziybu'
JantineBrx,1460242078789681152,2021-11-15 13:43:36,b'@E63710905 #WNW https://t.co/Ga56dIJO13'
wup5,1460242008988172291,2021-11-15 13:43:19,"b'Eigenlijk niet zo moeilijk dat #WNW.\nAls ik me erger aan iemand gaat die gewoon op #block.\nToch allemaal sneu, simp\xe2\x80\xa6 https://t.co/FGvXIa32hO'"
prochange1,1460241702447370248,2021-11-15 13:42:06,b'@ELMNTFTR @HaddockIsBoos #wnw https://t.co/4bbE4xzY55'
JantineBrx,1460241120928141315,2021-11-15 13:39:47,b'@E63710905 @misanthrope2016 @KAFKA_Dev @Sill311 @Lovely__Wilma #WNW https://t.co/B35LNF94RU'
JantineBrx,1460240971233468420,2021-11-15 13:39:12,b'@E63710905 #Wnw https://t.co/Z0HALT9Rgq'
Stilste,1460240774063394816,2021-11-15 13:38:25,b'@mevrouw_Judith @HaddockIsBoos @HufterXL @robertpijkeren @dorstvlegel Dat kan wel de reden zijn dat #wnw of #WNW nog niet trending is \xf0\x9f\x98\x85'
NathalieJBP,1460240481028382724,2021-11-15 13:37:15,b'@backtoeden2050 #wnw https://t.co/HUiTVRuKJn'
JantineBrx,1460240447331258371,2021-11-15 13:37:07,b'Ik ga stuk #WNW https://t.co/VaEuUDff77 https://t.co/L1JkX3hA9n'
JantineBrx,1460240191902388228,2021-11-15 13:36:06,b'@E63710905 @misanthrope2016 @KAFKA_Dev @Sill311 @Lovely__Wilma #WNW https://t.co/G53f36GU6C'
E63710905,1460239707653259264,2021-11-15 13:34:10,b'@JantineBrx @misanthrope2016 @KAFKA_Dev @Sill311 @Lovely__Wilma WHAHAHAAHAHHAHAHAHA dit is geen negeren slimpie WHAHAHAHAHHAHAH #WNW #FAIL'
JantineBrx,1460239670785286146,2021-11-15 13:34:02,b'@E63710905 @misanthrope2016 @KAFKA_Dev @Sill311 @Lovely__Wilma #WNW https://t.co/H8bx2YY08D'
Stilste,1460239492368023556,2021-11-15 13:33:19,b'@Ronaldvk90 @molientjedemol Afzeiken en uitlachen mag nog steeds hoor! Anders zou het idd niet vol te houden zijn.\xe2\x80\xa6 https://t.co/N0CpzE84qk'
sasukeboy888,1460239445278576641,2021-11-15 13:33:08,b'@Mia_Leeuwin #wnw #wnw #wnw #handenjeukenalseenmalle #zen #wnw'
JantineBrx,1460239311375376391,2021-11-15 13:32:36,b'@E63710905 @misanthrope2016 @KAFKA_Dev @Sill311 @Lovely__Wilma #WNW https://t.co/BP3grv3deN https://t.co/yuyJeTnhJ8'
E63710905,1460239235697496069,2021-11-15 13:32:18,"b'@JantineBrx @misanthrope2016 @KAFKA_Dev @Sill311 @Lovely__Wilma Hahahahahahhah ik moet hier hard om lachen, beetje\xe2\x80\xa6 https://t.co/izORIVdojX'"
JantineBrx,1460238977697562627,2021-11-15 13:31:16,b'@E63710905 @misanthrope2016 @KAFKA_Dev @Sill311 @Lovely__Wilma #WNW https://t.co/xFgd2uWHEq'
Flippo1956,1460238554685136911,2021-11-15 13:29:36,b'@KAFKA_Dev #wnw'
NathalieJBP,1460238436380647456,2021-11-15 13:29:07,b'@JanBenninkCom @thierrybaudet @fvdemocratie #wnw https://t.co/1YH3GmBb3l'
jokezelf,1460238092158308355,2021-11-15 13:27:45,b'@HZwartemeer Ik zou zeggen #wnw'
NathalieJBP,1460237545435017230,2021-11-15 13:25:35,"b'De Twitter virologen, Facebook intervisten, Ista professors, blijven het maar proberen, geloven in hun eigen gecree\xe2\x80\xa6 https://t.co/sl8rCqGUgK'"
JantineBrx,1460236622449029128,2021-11-15 13:21:55,b'@E63710905 @misanthrope2016 @KAFKA_Dev @Sill311 @Lovely__Wilma #WNW'
DeBlocker4,1460236612839911426,2021-11-15 13:21:53,b'\xe2\x9c\xa8\xf0\x9f\x91\x87\xe2\x9c\xa8 #wnw https://t.co/Fhq8gkpuYG'
MichielKlomp75,1460236586046656514,2021-11-15 13:21:46,b'@Lovely__Wilma #wnw https://t.co/c7AVFTE3eS'
HaddockIsBoos,1460236275361976321,2021-11-15 13:20:32,b'@ELMNTFTR #wnw troll.'
HaddockIsBoos,1460236098412634116,2021-11-15 13:19:50,b'@ELMNTFTR Jaja... nu weet ik het wel.\n\n#wnw https://t.co/lPyKMNAuYT'
Betsy16081,1460235218770698242,2021-11-15 13:16:20,b'@HaddockIsBoos #WNW https://t.co/mvnmn0So4K'
belsammael,1460234843233689604,2021-11-15 13:14:51,b'@welkplan #wnw \xf0\x9f\x91\x80'
HaddockIsBoos,1460233946977943565,2021-11-15 13:11:17,b'@Jeffarson29 @FlippieFlipser @tweet_stamp #wnw https://t.co/yXdiXTN8o7'
JAG_72,1460233797178466311,2021-11-15 13:10:41,b'@ellekekrijger God help mij\xe2\x80\xa6. Het is #wnw maar deze maakt t wel heel moeilijk'
sapperdewap,1460233323775733760,2021-11-15 13:08:48,b'@ELMNTFTR @EvaVlaar #wnw \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb\xf0\x9f\xa4\xaa https://t.co/52kyC4XuO6'
Stilste,1460232790390321157,2021-11-15 13:06:41,b'@TransTexan @wimjmvoermans @NOS #wnw'
HaddockIsBoos,1460232519605964801,2021-11-15 13:05:37,"b'@rymbltn @Stiefloeder1 Nee hoor, je MAG mee doen met #wnw https://t.co/pWJuLjHQa5'"
LordPengwyn,1460231929144434693,2021-11-15 13:03:16,b'@DieTukkerfries #wnw! \xf0\x9f\xa4\xa3 https://t.co/koewOftEE3'
sjonholle,1460231767852527624,2021-11-15 13:02:37,b'@dora_bakker @hugodejonge #wnw'
ElPasYou_2,1460231632640749568,2021-11-15 13:02:05,b'@NederbelgJ #wnw \xf0\x9f\x98\x89\xf0\x9f\x98\x98'
LamaGlama95,1460231520380203010,2021-11-15 13:01:38,b'@molientjedemol Ga mijn best doen #wnw'
mevrouw_Judith,1460231432027181062,2021-11-15 13:01:17,b'@CCatootje @LigtenRolf @nicolebus #wnw https://t.co/mhdYhRBLcm'
prochange1,1460230773009747973,2021-11-15 12:58:40,b'Hhhmmm\xe2\x80\xa6#wnw https://t.co/a9ZJSwUOUG'
GaitGerritje,1460230677769633794,2021-11-15 12:58:18,b'@HanHasashi @RTLnieuws #wnw https://t.co/FoIiwbXhlc'
GaitGerritje,1460230457711337474,2021-11-15 12:57:25,b'@GreyJedi1961 @RTLnieuws #wnw https://t.co/9pfni6z73j'
ErikDeVlieger1,1460229386918060034,2021-11-15 12:53:10,b'@MartijnVon @dj_floater @KAFKA_Dev Ssst. #wnw'
Stilste,1460229230306992129,2021-11-15 12:52:32,b'@T4antiw4ppie \xf0\x9f\x91\x8a #wnw https://t.co/jQw6ZgPFGQ'
T4antiw4ppie,1460228867080212483,2021-11-15 12:51:06,b'@Stilste Jaja ik hou me goed nog tijdens deze #wnw'
LordPengwyn,1460228242426716164,2021-11-15 12:48:37,b'@watvolgt @wappiehoekje #wnw https://t.co/iTSX7R52cC'
molientjedemol,1460228113032527872,2021-11-15 12:48:06,"b'@LamaGlama95 Zeker weten, maar je kan het! \xf0\x9f\x92\xaa Desnoods zet je #wnw neer. \xf0\x9f\x98\x82'"
JAG_72,1460228014776717318,2021-11-15 12:47:43,b'@CrazyDutchGuy1 @BlockedFries Zo jammer dat het #wnw is\xe2\x80\xa6\xe2\x80\xa6'
GaitGerritje,1460226959330402304,2021-11-15 12:43:31,b'@Peterherman2019 @ADnl #wnw https://t.co/WaO1EbDFaz'
GaitGerritje,1460226836215042055,2021-11-15 12:43:02,b'@RIcuaf @ADnl #wnw https://t.co/16iQyoARHZ'
LordPengwyn,1460226792904605699,2021-11-15 12:42:51,b'@LonnekeEngel @dancalegria #wnw https://t.co/4w3AWgKyiy'
GaitGerritje,1460226432106479620,2021-11-15 12:41:25,b'@TanyaRensen @Johan53394081 @volkskrant #wnw https://t.co/XPCACgl3RW'
WemermanRico,1460225567501004800,2021-11-15 12:37:59,b'@Jeffarson29 @ChantalTweettt @RijnMary #wnw'
LordPengwyn,1460225564124581894,2021-11-15 12:37:58,"b'@dancalegria Gut, u bent \xc3\x89CHT volkomen van Lotje getikt, zeg! Wat koddig! Verder reageer ik niet, want het is immer\xe2\x80\xa6 https://t.co/JoV0PVLmuG'"
Stilste,1460225261140693001,2021-11-15 12:36:46,b'@Chasalin Je kan ook gaan duimen draaien! \xf0\x9f\x98\x89\n\n#wnw'
mevrouw_Judith,1460224522527944706,2021-11-15 12:33:50,b'@Jeffarson29 @max_sand_ @JohnTJ90845048 @hugodejonge #WNW'
ErikDeVlieger1,1460224516362227722,2021-11-15 12:33:49,b'Ja t is #wnw'
